Patente|Pedimento|SeccionAduanera|SecuenciaObservacion|Observaciones|TipoPedimento|FechaValidacionPagoR
3471|5600894|160|2|-CONOCIMIENTO DE EMBARQUE|1|2025-11-21 23:57:03|
1925|5700369|160|2|DE CONFORMIDAD CON EL ARTICULO 36 DE LA LEY ADUANERA EN VIGOR Y ASI COMO LO DISPUESTO EN LAS REGLAS DE CARACTER GENERAL|1|2025-11-21 18:50:03|
1925|5700297|160|2|DE CONFORMIDAD CON EL ARTICULO 36 DE LA LEY ADUANERA EN VIGOR Y ASI COMO LO DISPUESTO EN LAS REGLAS DE CARACTER GENERAL|1|2025-11-27 13:25:01|
1925|5100830|160|5|CLIENTE.LOS CONTENEDORES: EGHU9202448 - EGHU9413163 SE DESPACHAN CON NUMEROS DE SELLOS: EMCVYA8484 Y EMCVYA9264|1|2025-11-12 16:35:03|
3471|5600894|160|6|ESTE CONTENEDOR EISU8286170 SE DESPACHA CON EL NUMERO DE SELLO: EMCWGW7684|1|2025-11-21 23:57:03|
3471|5600789|160|14|OPERACION DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY ADUANERA EN VIGOR, CON DOCUMENTOS E INFORMACION|1|2025-11-19 18:29:04|
3471|5000891|160|13|PROPORCIONADOS POR EL CLIENTE.|1|2025-11-21 23:58:01|
1925|5700355|160|2|DE CONFORMIDAD CON EL ARTICULO 36 DE LA LEY ADUANERA EN VIGOR Y ASI COMO LO DISPUESTO EN LAS REGLAS DE CARACTER GENERAL|1|2025-11-20 11:41:02|
1925|5700313|160|5|LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL CONOCIMIENTO DE EMBARQUE, SIENDO ESTA LA 13VA. OPERACION DE LA QUE SE IMPORTAN|1|2025-11-28 11:33:01|
1925|5700368|160|6|1 BULTOS, CON UN PESO DE 94.12 KG.OPERACION DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY ADUANERA EN VIGOR, CON|1|2025-11-21 18:47:04|
3471|5600786|160|9|PESO DE 2485 KG, LA PRESENTE OPERACION SE RELACIONA CON LOS PEDIMENTOS 25 16 3471 5600785, DE|1|2025-11-19 19:35:01|
1925|5700328|160|6|BULTOS, CON UN PESO DE 85.65 KG.OPERACION DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY ADUANERA EN VIGOR, CON DOCUMENTOS|1|2025-11-20 12:26:03|
3471|5600948|160|3|-FACTURA COMERCIAL|1|2025-11-27 18:38:02|
3471|5600789|160|12|DE CONFORMIDAD CON EL ARTICULO 65 DEL REGLAMENTO DE LA LEY ADUANERA VIGENTE, SE SUBDIVIDE LA FACTURA|1|2025-11-19 18:29:04|
1925|5100832|160|9|5100831,5100832,|1|2025-11-12 16:40:01|
3471|5600821|160|8|,LA PRESENTE OPERACION SE RELACIONA CON LOS PEDIMENTOS 25 16 3471 5600819 & 25 16 3471 5600820 DE FECHA 20 DE NOVIEMBRE|1|2025-11-20 10:14:05|
3471|5600943|160|16|PROPORCIONADOS POR EL CLIENTE.|1|2025-11-27 18:24:03|
1925|5700308|160|4|EMPAQUE-IMMEX-PROSECEL CONTENEDOR: EGSU6109227 SE DESPACHA CON NUMERO DE SELLO: EMCWHA2244DE CONFORMIDAD CON EL ARTICULO|1|2025-11-28 11:14:03|
1925|5700366|160|1|SE PRESENTA COMPROBANTE DE VALOR ELECTRONICO CON LOS DATOS CONTENIDOS EN FACTURA COMERCIAL CUMPLIENDO CON LOS REQUISITOS|1|2025-11-21 18:25:03|
1925|5700234|160|5|ARTICULO 65 DEL REGLAMENTO DE LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL CONOCIMIENTO DE EMBARQUE, SIENDO ESTA LA 12MA.|1|2025-11-13 10:44:02|
3471|5600770|160|11|DE CONFORMIDAD CON EL ARTICULO 65 DEL REGLAMENTO DE LA LEY ADUANERA VIGENTE, SE SUBDIVIDE LA FACTURA|1|2025-11-19 18:29:05|
1925|5001422|160|4|CONFORMIDAD CON EL ARTICULO 54 DE LA LEY ADUANERA EN VIGOR, CON DOCUMENTOS E INFORMACIONPROPORCIONADOS POR EL|1|2025-11-19 12:00:01|
1925|5700316|160|2|DE CONFORMIDAD CON EL ARTICULO 36 DE LA LEY ADUANERA EN VIGOR Y ASI COMO LO DISPUESTO EN LAS REGLAS DE CARACTER GENERAL|1|2025-11-28 11:26:01|
1647|5016705|240|4|NO PAGA DTA CONFORME ART. 49 LEY FEDERAL DE DERECHOS|1|2025-11-22 11:13:03|
1925|5100857|160|1|SE PRESENTA COMPROBANTE DE VALOR ELECTRONICO CON LOS DATOS CONTENIDOS EN FACTURA COMERCIAL CUMPLIENDO CON LOS REQUISITOS|1|2025-11-19 11:27:02|
3471|5600799|160|14|COMERCIAL, SIENDO ESTA LA PRIMERA OPERACION DE LA QUE SE IMPORTA UN VALOR DE 121,143.46 USD.|1|2025-11-14 15:49:03|
1925|5700311|160|4|CONTENEDOR: GAOU6472710 SE DESPACHA CON NUMERO DE SELLO: EMCWHA2284DE CONFORMIDAD CON EL ARTICULO 65 DEL REGLAMENTO DE|1|2025-11-28 11:14:06|
1925|5100861|160|8|SUBDIVISIONES, TENIENDO RELACIÓN CON LOSPEDIMENTOS 5100854,5100855,5100856,5100857,5100858,5100859,5100860,5100861|1|2025-11-19 11:34:02|
3471|5600945|160|17|PROPORCIONADOS POR EL CLIENTE.|1|2025-11-27 18:24:02|
3471|5600781|160|12|DE CONFORMIDAD CON EL ARTICULO 65 DEL REGLAMENTO DE LA LEY ADUANERA VIGENTE, SE SUBDIVIDE LA FACTURA|1|2025-11-19 19:29:03|
1647|5006994|240|2|RETORNO DE IMPORTACION TEMPORAL CON EL PROGRAMA IMMEX No. 482023 CONFORME ART. 108 DE LA LEY ADUANERA|1|2025-11-14 17:36:10|
3471|5600892|160|3|-FACTURA COMERCIAL|1|2025-11-21 23:57:02|
3471|5600953|160|12|3471 5600945, 25 16 3471 5600946, 25 16 3471 5600947, 25 16 3471 5600948, 25 16 3471 5600949, 25 16 3471 5600950, 25 16|1|2025-11-27 17:41:04|
3471|5600894|160|8|IENDO ESTA LA CUARTA OPERACION DE LA QUE SE IMPORTAN 2 BULTOS CON UN PESO DE 280 KG, LA PRESENTE OPERACION SE RELACIONA|1|2025-11-21 23:57:03|
3471|5600789|160|2|-CONOCIMIENTO DE EMBARQUE|1|2025-11-19 18:29:04|
1905|5017408|160|9|DOMICILIO: NO.116,WUZHOU ROAD,YUHANG ECONOMIC DEVELOPMENT ZONE, HANGZHOU 311100,ZHEJIANG|1|2025-11-14 18:36:06|
1925|5700279|160|3|EN MATERIA DE COMERCIO EXTERIOR 1.9.18 EN VIGOR.-CONOCIMIENTO MARITIMO REVALIDADO-CARTA 3.1.8-FACTURA-LISTA DE|1|2025-11-19 09:58:02|
1925|5700275|160|6|LA QUE SE IMPORTAN 27 BULTOS, CON UN PESO DE 11,721 KG.OPERACION DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY ADUANERA EN|1|2025-11-19 09:51:01|
3471|5600788|160|2|-CONOCIMIENTO DE EMBARQUE|1|2025-11-20 10:54:04|
1925|5100860|160|6|EMCWHA0414 Y EMCWHA0424 OPERACION DE LA QUE SE IMPORTAN 36 BULTOS, CON UN PESO DE 20,025.25 KGSEL CONOCIMIENTO DE|1|2025-11-19 11:28:07|
3471|5600771|160|2|-CONOCIMIENTO DE EMBARQUE|1|2025-11-19 18:29:03|
1925|5700326|160|6|BULTOS, CON UN PESO DE 833.92 KG.OPERACION DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY ADUANERA EN VIGOR, CON DOCUMENTOS|1|2025-11-20 12:24:02|
1925|5001421|160|6|EMCWED2534 Y EMCWDY5254 OPERACION DE LA QUE SE IMPORTAN 31 BULTOS, CON UN PESO DE 20,471.00 KGSEL CONOCIMIENTO DE|1|2025-11-19 12:01:02|
3471|5600770|160|6|DE CONFORMIDAD CON EL ARTICULO 65 DEL REGLAMENTO DE LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL|1|2025-11-19 18:29:05|
3471|5600779|160|4|-LISTA DE EMPAQUE|1|2025-11-21 12:26:01|
1925|5700350|160|5|65 DEL REGLAMENTO DE LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL CONOCIMIENTO DE EMBARQUE, SIENDO ESTA LA 25TA. OPERACION|1|2025-11-24 13:18:02|
1647|5006994|240|5|SE DECLARAN LOS NUMEROS DE E-DOCUMENT CONFORME A LAS RGCE 3.1.31 EN VIGOR|1|2025-11-14 17:36:10|
3043|5603480|523|5|PEDIMENTO CONSOLIDADO CONFORME ART. 37 DE LA LEY ADUANERA Y ART. 42 DEL REGLAMENTO DE LA LEY ADUANERA|1|2025-11-24 21:03:01|
3471|5600948|160|5|-REGLAS OCTAVAS|1|2025-11-27 18:38:02|
3471|5600821|160|10|OPERACION DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY ADUANERA EN VIGOR, CON DOCUMENTOS E INFORMACION|1|2025-11-20 10:14:05|
3471|5600771|160|5|EL CONTENEDOR: TLLU4911399 SE DESPACHA CON NUMERO DE SELLO: EMCWHA0694|1|2025-11-19 18:29:03|
1925|5100824|160|5|CLIENTE.LOS CONTENEDORES: TGBU4354775 - EGHU9522800 SE DESPACHAN CON NUMEROS DE SELLOS: EMCVYA8934 Y EMCVYA9404|1|2025-11-12 16:35:04|
3471|5600892|160|7|IENDO ESTA LA SEGUNDA OPERACION DE LA QUE SE IMPORTAN 1 BULTOS CON UN PESO DE 50 KG, LA PRESENTE OPERACION SE RELACIONA|1|2025-11-21 23:57:02|
3471|5600779|160|2|-CONOCIMIENTO DE EMBARQUE|1|2025-11-21 12:26:01|
3471|5600779|160|12|COMERCIAL, SIENDO ESTA LA SEGUNDA Y ULTIMA OPERACION DE LA QUE SE IMPORTA UN VALOR DE 490.14 USD,|1|2025-11-21 12:26:01|
3471|5600780|160|1|DE CONFORMIDAD CON EL ARTICULO 36, 36-A, FRACCION I DE LA LEY ADUANERA EN VIGOR, SE ANEXAN:|1|2025-11-19 19:29:03|
3471|5600948|160|6|EL CONTENEDOR: EITU1751400 SE DESPACHA CON NUMERO DE SELLO: EMCWGZ9524|1|2025-11-27 18:38:02|
3471|5600894|160|10|FECHA 21 DE NOVIEMBRE DE 2025.|1|2025-11-21 23:57:03|
3471|5600799|160|4|-LISTA DE EMPAQUE|1|2025-11-14 15:49:03|
3471|5600768|160|7|DE CONFORMIDAD CON EL ARTICULO 65 DEL REGLAMENTO DE LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL|1|2025-11-19 16:47:03|
3043|5003532|523|2|SE COLOCA SELLO FISCAL CONFORME A LA REGLA 1.7.6 DE LAS REGLAS DE COMERCIO EXTERIOR|1|2025-11-26 14:38:01|
3043|5603480|523|3|SE DECLARAN LOS NUMEROS DE COVE (S) CONFORME A LA RGCE 1.9.17 EN VIGOR|1|2025-11-24 21:03:01|
1925|5700216|160|4|EMPAQUE-IMMEX-PROSECEL CONTENEDOR: CAAU5198290 SE DESPACHA CON NUMERO DE SELLO: EMCWHB4314.DE CONFORMIDAD CON EL|1|2025-11-12 18:20:01|
3471|5600767|160|8|CONOCIMIENTO DE EMBARQUE, SIENDO ESTA LA CUARTA OPERACION DE LA QUE SE IMPORTAN 3 BULTOS, CON UN|1|2025-11-21 15:26:02|
3471|5000891|160|1|DE CONFORMIDAD CON EL ARTICULO 36, 36-A, FRACCION I DE LA LEY ADUANERA EN VIGOR, SE ANEXAN:|1|2025-11-21 23:58:01|
1925|5700273|160|6|OPERACION DE LA QUE SE IMPORTAN 10 BULTOS, CON UN PESO DE 10,956.51 KG.OPERACION DE CONFORMIDAD CON EL ARTICULO 54 DE LA|1|2025-11-19 09:44:04|
3471|5600787|160|14|DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY ADUANERA EN VIGOR, CON DOCUMENTOS E INFORMACION|1|2025-11-20 10:54:04|
1925|5001386|160|2|DE CONFORMIDAD CON EL ARTICULO 36 DE LA LEY ADUANERA EN VIGOR Y ASI COMO LO DISPUESTO EN LAS REGLAS DE CARACTER GENERAL|1|2025-11-13 13:04:02|
3471|5600790|160|3|-FACTURA COMERCIAL|1|2025-11-19 18:29:02|
3471|5600740|160|17|RELACIONA CON LOS PEDIMENTOS 25 16 3471 5600732, 25 16 3471 5600733, 25 16 3471 5600734, 25 16 3471 5600736 Y 25 16 347|1|2025-11-20 18:28:04|
3471|5600951|160|18|952-9, SIENDO ESTA LA SEGUNDA OPERACION, LA PRESENTE OPERACION SE RELACIONA CON EL PEDIMENTO 25 16 3471 5600951 DE LA QU|1|2025-11-27 17:47:14|
1925|5700297|160|7|ADUANERA EN VIGOR, CON DOCUMENTOS E INFORMACIONPROPORCIONADOS POR EL CLIENTE.|1|2025-11-27 13:25:01|
1925|5700327|160|2|DE CONFORMIDAD CON EL ARTICULO 36 DE LA LEY ADUANERA EN VIGOR Y ASI COMO LO DISPUESTO EN LAS REGLAS DE CARACTER GENERAL|1|2025-11-20 12:24:03|
3471|5600945|160|4|-LISTA DE EMPAQUE.|1|2025-11-27 18:24:02|
3471|5600867|160|14|R, LA PRESENTE OPERACION SE RELACIONA CON EL PEDIMENTO 25 16 3471 5600866,  DE FECHA 14 DE NOVIEMBRE DE 2025.|1|2025-11-14 16:09:02|
1925|5700347|160|7|ADUANERA EN VIGOR, CON DOCUMENTOS E INFORMACIONPROPORCIONADOS POR EL CLIENTE.|1|2025-11-24 13:15:00|
3471|5600769|160|16|PROPORCIONADOS POR EL CLIENTE.|1|2025-11-19 16:47:04|
1925|5700311|160|1|SE PRESENTA COMPROBANTE DE VALOR ELECTRONICO CON LOS DATOS CONTENIDOS EN FACTURA COMERCIAL CUMPLIENDO CON LOS REQUISITOS|1|2025-11-28 11:14:06|
1925|5700242|160|1|SE PRESENTA COMPROBANTE DE VALOR ELECTRONICO CON LOS DATOS CONTENIDOS EN FACTURA COMERCIAL CUMPLIENDO CON LOS REQUISITOS|1|2025-11-13 11:23:02|
1925|5700332|160|6|BULTOS, CON UN PESO DE 2,589.53 KG.OPERACION DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY ADUANERA EN VIGOR, CON|1|2025-11-21 12:20:01|
3471|5600787|160|15|PROPORCIONADOS POR EL CLIENTE.|1|2025-11-20 10:54:04|
3471|5600740|160|15|DE CONFORMIDAD CON EL ARTICULO 65 DEL REGLAMENTO DE LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL CONOCIMIENTO DE EMBARQUE SI|1|2025-11-20 18:28:04|
1925|5100861|160|3|GENERAL EN MATERIA DE COMERCIO EXTERIOR 1.9.18 EN VIGOR.-CONOCIMIENTO MARITIMO REVALIDADO-CARTA 3.1.8-FACTURAOPERACION|1|2025-11-19 11:34:02|
3471|5600727|160|4|-LISTA DE EMPAQUE|1|2025-11-13 09:40:06|
1925|5700320|160|6|OPERACION DE LA QUE SE IMPORTAN 25 BULTOS, CON UN PESO DE 12,526.66 KG.OPERACION DE CONFORMIDAD CON EL ARTICULO 54 DE LA|1|2025-11-28 11:22:01|
1925|5100858|160|1|SE PRESENTA COMPROBANTE DE VALOR ELECTRONICO CON LOS DATOS CONTENIDOS EN FACTURA COMERCIAL CUMPLIENDO CON LOS REQUISITOS|1|2025-11-19 11:48:01|
1925|5700346|160|1|SE PRESENTA COMPROBANTE DE VALOR ELECTRONICO CON LOS DATOS CONTENIDOS EN FACTURA COMERCIAL CUMPLIENDO CON LOS REQUISITOS|1|2025-11-24 13:12:02|
1925|5700271|160|4|EMPAQUE-IMMEX-PROSECEL CONTENEDOR: EMCU1629361 SE DESPACHA CON NUMERO DE SELLO: EMCWHB6284DE CONFORMIDAD CON EL ARTICULO|1|2025-11-19 09:42:02|
3471|5600781|160|3|-FACTURA COMERCIAL|1|2025-11-19 19:29:03|
3471|5600754|160|4|-LISTA DE EMPAQUE|1|2025-11-19 15:03:05|
3471|5600949|160|12|ENTOS 25 16 3471 5600946,25 16 3471 5600947 Y 25 16 3471 5600948 DE FECHA XX DE PENDIENTE DE 2025|1|2025-11-27 18:39:02|
1925|5700319|160|4|CONTENEDOR: TXGU5549223 SE DESPACHA CON NUMERO DE SELLO: EMCWGZ9574DE CONFORMIDAD CON EL ARTICULO 65 DEL REGLAMENTO DE|1|2025-11-28 11:23:03|
3471|5600781|160|13|COMERCIAL, SIENDO ESTA LA SEGUNDA Y ULTIMA OPERACION DE LA QUE SE IMPORTA UN VALOR DE  2,848.30 USD,|1|2025-11-19 19:29:03|
3471|5600789|160|11|2025..|1|2025-11-19 18:29:04|
1925|5700223|160|3|EN MATERIA DE COMERCIO EXTERIOR 1.9.18 EN VIGOR.-CONOCIMIENTO MARITIMO REVALIDADO-CARTA 3.1.8-FACTURA-LISTA DE EMPAQUEEL|1|2025-11-12 18:20:02|
3471|5600787|160|12|COMERCIAL, SIENDO ESTA LA PRIMERA OPERACION DE LA QUE SE IMPORTA UN VALOR DE 62439.79 USD,|1|2025-11-20 10:54:04|
1925|5700360|160|5|LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL CONOCIMIENTO DE EMBARQUE, SIENDO ESTA LA 9NA. OPERACION DE LA QUE SE IMPORTAN 1|1|2025-11-21 13:23:02|
1925|5700273|160|7|LEY ADUANERA EN VIGOR, CON DOCUMENTOS E INFORMACIONPROPORCIONADOS POR EL CLIENTE.|1|2025-11-19 09:44:04|
3471|5600777|160|1|DE CONFORMIDAD CON EL ARTICULO 36, 36-A, FRACCION I DE LA LEY ADUANERA EN VIGOR, SE ANEXAN:|1|2025-11-21 12:26:02|
1925|5700201|160|3|EN MATERIA DE COMERCIO EXTERIOR 1.9.18 EN VIGOR.-CONOCIMIENTO MARITIMO REVALIDADO-CARTA 3.1.8-FACTURA-LISTA DE EMPAQUEEL|1|2025-11-13 10:26:03|
1925|5700296|160|6|BULTOS, CON UN PESO DE 374.41 KG.OPERACION DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY ADUANERA EN VIGOR, CON DOCUMENTOS|1|2025-11-26 18:05:02|
1925|5700271|160|3|EN MATERIA DE COMERCIO EXTERIOR 1.9.18 EN VIGOR.-CONOCIMIENTO MARITIMO REVALIDADO-CARTA 3.1.8-FACTURA-LISTA DE|1|2025-11-19 09:42:02|
3471|5600871|160|2|-CONOCIMIENTO DE EMBARQUE|1|2025-11-27 18:38:03|
3471|5600785|160|6|EL CONTENEDOR: EMCU8269776 SE DESPACHA CON NUMERO DE SELLO: EMCWHA0494|1|2025-11-19 19:35:02|
1925|5700303|160|3|EN MATERIA DE COMERCIO EXTERIOR 1.9.18 EN VIGOR.-CONOCIMIENTO MARITIMO REVALIDADO-CARTA 3.1.8-FACTURA-LISTA DE EMPAQUEEL|1|2025-11-28 10:59:01|
1925|5100854|160|3|GENERAL EN MATERIA DE COMERCIO EXTERIOR 1.9.18 EN VIGOR.-CONOCIMIENTO MARITIMO REVALIDADO-CARTA|1|2025-11-19 11:25:05|
1925|5001424|160|3|EN MATERIA DE COMERCIO EXTERIOR 1.9.18 EN VIGOR.-CONOCIMIENTO MARITIMO REVALIDADO-CARTA 3.1.8-FACTURAOPERACION DE|1|2025-11-19 12:00:02|
3471|5600740|160|13|EL CONTENEDOR: WHSU5478560 SE DESPACHA CON NUMERO DE SELLO: WHAC430704|1|2025-11-20 18:28:04|
3471|5600739|160|10|OPERACION DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY ADUANERA EN VIGOR, CON DOCUMENTOS E INFORMACION PROPORCIONADOS POR|1|2025-11-20 18:29:03|
1925|5700370|160|1|SE PRESENTA COMPROBANTE DE VALOR ELECTRONICO CON LOS DATOS CONTENIDOS EN FACTURA COMERCIAL CUMPLIENDO CON LOS REQUISITOS|1|2025-11-21 18:48:06|
1925|5700209|160|4|CONTENEDOR: EGHU9358493 SE DESPACHA CON NUMERO DE SELLO: EMCWHB4394.DE CONFORMIDAD CON EL ARTICULO 65 DEL REGLAMENTO DE|1|2025-11-12 17:57:01|
3471|5600892|160|6|DE CONFORMIDAD CON EL ARTICULO 65 DEL REGLAMENTO DE LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL CONOCIMIENTO DE EMBARQUE, S|1|2025-11-21 23:57:02|
3471|5600736|160|6|EL CONTENEDOR: WHSU6502960 SE DESPACHA CON NUMERO DE SELLO: WHAC423415|1|2025-11-20 16:19:03|
1925|5700357|160|7|EN VIGOR, CON DOCUMENTOS E INFORMACIONPROPORCIONADOS POR EL CLIENTE.|1|2025-11-21 11:53:02|
3471|5600769|160|2|-CONOCIMIENTO DE EMBARQUE|1|2025-11-19 16:47:04|
1925|5100829|160|1|SE PRESENTA COMPROBANTE DE VALOR ELECTRONICO CON LOS DATOS CONTENIDOS EN FACTURA COMERCIAL CUMPLIENDO CON LOS REQUISITOS|1|2025-11-12 16:35:03|
1925|5700341|160|2|DE CONFORMIDAD CON EL ARTICULO 36 DE LA LEY ADUANERA EN VIGOR Y ASI COMO LO DISPUESTO EN LAS REGLAS DE CARACTER GENERAL|1|2025-11-22 10:54:02|
1925|5700331|160|3|EN MATERIA DE COMERCIO EXTERIOR 1.9.18 EN VIGOR.-CONOCIMIENTO MARITIMO REVALIDADO-CARTA 3.1.8-FACTURA-LISTA DE|1|2025-11-21 12:15:02|
1925|5700314|160|6|DE LA QUE SE IMPORTAN 19 BULTOS, CON UN PESO DE 8,995.59 KG.OPERACION DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY|1|2025-11-28 11:33:03|
1925|5700297|160|5|65 DEL REGLAMENTO DE LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL CONOCIMIENTO DE EMBARQUE, SIENDO ESTA LA 10MA. OPERACION|1|2025-11-27 13:25:01|
3471|5600787|160|9|225.95 KG. LA PRESENTE OPERACION SE RELACIONA CON LOS PEDIMENTOS 25 16 3471 5600785,25 16 3471 5600786, 25 16 3471 56007|1|2025-11-20 10:54:04|
3471|5600768|160|1|DE CONFORMIDAD CON EL ARTICULO 36, 36-A, FRACCION I DE LA LEY ADUANERA EN VIGOR, SE ANEXAN:|1|2025-11-19 16:47:03|
1925|5700320|160|2|DE CONFORMIDAD CON EL ARTICULO 36 DE LA LEY ADUANERA EN VIGOR Y ASI COMO LO DISPUESTO EN LAS REGLAS DE CARACTER GENERAL|1|2025-11-28 11:22:01|
1925|5700356|160|5|LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL CONOCIMIENTO DE EMBARQUE, SIENDO ESTA LA 5TA. OPERACION DE LA QUE SE IMPORTAN 3|1|2025-11-21 11:51:02|
1925|5700368|160|4|CONTENEDOR: TIIU5121437 SE DESPACHA CON NUMERO DE SELLO: EMCWFV8174DE CONFORMIDAD CON EL ARTICULO 65 DEL REGLAMENTO DE|1|2025-11-21 18:47:04|
1925|5700286|160|2|DE CONFORMIDAD CON EL ARTICULO 36 DE LA LEY ADUANERA EN VIGOR Y ASI COMO LO DISPUESTO EN LAS REGLAS DE CARACTER GENERAL|1|2025-11-26 17:34:04|
3471|5600792|160|2|-CONOCIMIENTO DE EMBARQUE|1|2025-11-14 17:05:01|
1925|5700335|160|6|DE LA QUE SE IMPORTAN 18 BULTOS, CON UN PESO DE 10,630.12 KG.OPERACION DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY|1|2025-11-21 12:21:01|
3471|5600764|160|3|-FACTURA COMERCIAL|1|2025-11-19 19:00:03|
1925|5700283|160|1|SE PRESENTA COMPROBANTE DE VALOR ELECTRONICO CON LOS DATOS CONTENIDOS EN FACTURA COMERCIAL CUMPLIENDO CON LOS REQUISITOS|1|2025-11-19 10:05:03|
1925|5700338|160|4|CONTENEDOR: EITU1456447 SE DESPACHA CON NUMERO DE SELLO: EMCWHB5624DE CONFORMIDAD CON EL ARTICULO 65 DEL REGLAMENTO DE|1|2025-11-22 10:50:02|
3471|5600865|160|5|EL CONTENEDOR: EMCU8306838 SE DESPACHA CON NUMERO DE SELLO: EMCWGZ7224|1|2025-11-14 16:48:02|
1925|5700314|160|5|65 DEL REGLAMENTO DE LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL CONOCIMIENTO DE EMBARQUE, SIENDO ESTA LA 14VA. OPERACION|1|2025-11-28 11:33:03|
3471|5600893|160|10|471 5600894, 25 16 3471 5600902, 25 16 3471 5600903, DE FECHA 21 DE NOVIEMBRE DE 2025.|1|2025-11-21 23:57:02|
1925|5700361|160|6|DE LA QUE SE IMPORTAN 22 BULTOS, CON UN PESO DE 12,245.75 KG.OPERACION DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY|1|2025-11-21 13:26:01|
1925|5100860|160|7|EMBARQUE EGLV143574065734 SE SUBDIVIDE DE CONFORMIDAD CON EL ART.65 DEL REGLAMENTO DELA LEY ADUANERA, SIENDO ESTA LA|1|2025-11-19 11:28:07|
3471|5600769|160|6|EL CONTENEDOR: TGBU6900480 SE DESPACHA CON NUMERO DE SELLO: EMCWHA1254|1|2025-11-19 16:47:04|
3471|5600783|160|17|PROPORCIONADOS POR EL CLIENTE.|1|2025-11-19 15:08:00|
1925|5700271|160|1|SE PRESENTA COMPROBANTE DE VALOR ELECTRONICO CON LOS DATOS CONTENIDOS EN FACTURA COMERCIAL CUMPLIENDO CON LOS REQUISITOS|1|2025-11-19 09:42:02|
3471|5600765|160|11|COMERCIAL, SIENDO ESTA LA PRIMERA OPERACION DE LA QUE SE IMPORTA UN VALOR DE 574.8 USD.|1|2025-11-19 19:00:02|
1925|5700292|160|7|DOCUMENTOS E INFORMACIONPROPORCIONADOS POR EL CLIENTE.|1|2025-11-27 10:15:01|
1925|5700297|160|6|DE LA QUE SE IMPORTAN 17 BULTOS, CON UN PESO DE 8,355.59 KG.OPERACION DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY|1|2025-11-27 13:25:01|
3471|5600866|160|13|COMERCIAL, SIENDO ESTA LA PRIMERA OPERACION DE LA QUE SE IMPORTA UN VALOR DE 147,974.03 USD.|1|2025-11-14 16:09:02|
3471|5600734|160|5|DE CONFORMIDAD CON EL ARTICULO 65 DEL REGLAMENTO DE LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL|1|2025-11-20 21:45:00|
3471|5600791|160|13|OPERACION DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY ADUANERA EN VIGOR, CON DOCUMENTOS E INFORMACION|1|2025-11-19 18:35:03|
3471|5600778|160|12|COMERCIAL, SIENDO ESTA LA PRIMERA OPERACION DE LA QUE SE IMPORTA UN VALOR DE 119,817.52 USD,|1|2025-11-21 18:31:03|
3471|5600946|160|14|PROPORCIONADOS POR EL CLIENTE.|1|2025-11-28 20:35:00|
3471|5600794|160|7|DE CONFORMIDAD CON EL ARTICULO 65 DEL REGLAMENTO DE LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL|1|2025-11-14 15:50:01|
1925|5700354|160|6|BULTOS, CON UN PESO DE 38.77 KG.OPERACION DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY ADUANERA EN VIGOR, CON DOCUMENTOS|1|2025-11-20 11:40:02|
1925|5700282|160|5|LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL CONOCIMIENTO DE EMBARQUE, SIENDO ESTA LA 13VA. OPERACION DE LA QUE SE IMPORTAN|1|2025-11-19 10:04:01|
1925|5700359|160|1|SE PRESENTA COMPROBANTE DE VALOR ELECTRONICO CON LOS DATOS CONTENIDOS EN FACTURA COMERCIAL CUMPLIENDO CON LOS REQUISITOS|1|2025-11-21 11:54:06|
1925|5700283|160|5|ARTICULO 65 DEL REGLAMENTO DE LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL CONOCIMIENTO DE EMBARQUE, SIENDO ESTA LA 14VA.|1|2025-11-19 10:05:03|
